VNUM	LOCALE_NAME
1067	Vil Chef Démoniaque
1068	Maître à Epée Fantôme
1069	Vile Tête Mort Volante
1070	Esprit Eternel
1071	Bête Démoniaque
1091	Roi Démon
1092	Roi Démon Élite
1093	Faucheuse
1094	Vil Roi Démon Élite
1095	Mort Bleue
1096	Roi Démon Elite
1101	Glace Enchantée
1102	Baleine de Glace
1103	Insecte de Glace
1104	Lion de Glace
1105	Homme de Glace Furieux
1106	Yéti
1107	Golem de Glace
1131	Glaçon d'Enfer
1132	Baleine de Glace d'Enfer
1133	Insecte de Glace d'Enfer
1134	Lion de Glace d'Enfer
1135	Homme de Glace d'Enfer
1136	Yéti d'Enfer
1137	Golem de Glace d'Enfer
1151	Diable de Glace
1152	Baleine Tueuse à Corne
1153	Insecte de Glace
1154	Seol-Gu
1155	Homme de Glace
1156	Géant de Glace
1157	Golem de Glace
1171	Glace Enchantée Moyenne
1172	Baleine Tueuse Moyenne
1173	Insecte de Glace Moyen
1174	Lion de Glace Moyen
1175	Homme de Glace Méchant
1176	Yéti Moyen
1177	Golem de Glace Moyen
1191	Sorcière de Glace
1192	Grande Sorcière de Glace
1301	Soldat Gren. Arboricole
1302	Chef Gren. Arboricole
1303	Croque-Mitaine
1304	Esprit du Tigre Jaune
1305	Gal Grenouille-Taureau
1306	Esprit Tigre Jaune Élite
1307	Esprit Tigre Jaune Élite
1308	Esprit Tigre Jaune Élite
1309	Esprit Tigre Jaune Élite
1310	Esprit Tigre Jaune Élite
1331	Gr. Soldat Gren. Arbori.
1332	Gr. Chef Gren. Arbori.
1333	Croque-Mitaine Géant
1334	Gd Esprit du Tigre Jaune
1335	Gal Grenouille-Taureau
1401	Destructeur
1402	Berserker
1403	Millier Combattant
1501	Golem de Pierre
1502	Golem de Pierre
1503	Golem Géant de Pierre
1601	Ogre Guerrier
1602	Ogre Boucher
1603	Ogre Berserker
1901	Neuf-Queues
1902	Neuf-Queues Elite
1903	Neuf-Queues Elite
1904	Neuf-Queues Elite
1905	Neuf-Queues Elite
1906	Neuf-Queues Elite
2001	Jeune Araignée
2002	Araignée Venimeuse
2003	Araignée Rouge Venimeuse
2004	Araignée à Griffes
2005	Soldat Araignée
2031	Jeune Araignée Venimeuse
2032	Araignée Mortelle
2033	Araignée Rouge Venim Furieuse
2034	Araignée à Griffes
2035	Soldat Araignée Venim.
2036	Soldat Araignée Élite
2051	Jeune Venimeuse
2052	Araignée Venimeuse
2053	Araignée Rouge
2054	Araignée Griffue
2055	Soldat Araignée Mortelle
2061	Jeune Araignée Venimeuse
2062	Araignée Venimeuse
2063	Araignée Rouge Venimeuse
2064	Araignée Venim. Griffue
2065	Soldat Araignée Venim.
2071	Jeune Araignée Bestiale
2072	Araignée Mortelle Bestiale
2073	Araignée Rouge Bestiale
2074	Araignée Grif. Bestiale
2075	Soldat Araignée Bestiale
2076	Forte Araignée Bestiale
2091	Reine Araignée
2092	Baronne Araignée
2093	Reine Araignée Élite
2094	Baron Araignée
2095	Oeuf d'Araignée
2101	Renard
2102	Oeil Volant
2103	Roi Scorpion
2104	Jeune Homme Scorpion
2105	Archer Scorpion
2106	Épéiste Serpent
2107	Archer Serpent
2108	Hors-La-Loi du Désert
2131	Homme Scorpion Bestial
2132	Archer Scorpion
2133	Épéiste Serpent
2134	Archer Serpent
2135	Hors-La-Loi du Désert
2151	Fort Renard du Désert
2152	Fort Dervish
2153	Fort Roi Scorpion
2154	Fort Homme Scorpion
2155	Fort Archer Scorpion
2156	Fort Épéiste Serpent
2157	Fort Archer Serpent
2158	Fort Bandit du Désert
2191	Tortue des Sables Géante
2192	Tortue Géante Élite
2201	Tigre Minion Combattant
2202	Esprit Flamme
2203	Tigre de Combat
2204	Flamme
2205	Guerrier Flamme
2206	Roi Flamme
2207	Roi Flamme Elite
2231	Fort Tigre Combattant
2232	Fort Esprit Flamme
2233	Fort Combattant Tigre
2234	Fort Esprit des Flammes
2235	Fort Guerrier Flamme
2291	Dragon Rouge
2301	Arbre Fantôme
2302	Esprit de la Souche
2303	Dryade
2304	Esprit du Saule Pleureur
2305	Arbre Maléfique
2306	Esprit d'Arbre Géant
2307	Seigneur Esprit d'Arbre
2311	Esprit Rouge de l'Arbre
2312	Esprit Rouge de la Souche
2313	Dryade Rouge
2314	Saule Pleureur Rouge
2315	Arbre Maléfique Rouge
2401	Guerrier Setaou
2402	Chasseur Setaou
2403	Voyante Setaou
2404	Commandant Setaou
2411	Soldat Setaou
2412	Archer Setaou
2413	Maîtresse Setaou
2414	Chef Setaou
2415	Chef Setaou
2431	Guerrier Setaou
2432	Chasseur Setaou
2433	Voyante Setaou
2434	Commandant Setaou
2451	Soldat Setaou
2452	Archer Setaou
2453	Maîtresse Setaou
2454	Chef Setaou
2491	Capitaine Yonghan
2492	Général Yonghan
2493	Beran-Setaou
2494	Capitaine Huashin
2495	Général Huashin
2501	Méduse Infernale
2502	Chien Infernal
2503	Zombie
2504	Officier Infernal
2505	Garde Infernal
2506	Archer Bicéphernal
2507	Griffeur Infernal
2508	Guerrier Infernal
2509	Archer Infernal
2510	Lancier Infernal
2511	Prêtre Infernal
2512	Major Infernal
2513	Boucher Infernal
2514	Général Infernal
2541	Guerrier Infernal Féroce
2542	Archer Infernal Féroce
2543	Lancier Infernal Féroce
2544	Prêtre Infernal Féroce
2545	Major Infernal Féroce
2546	Boucher Infernal Féroce
2547	Général Infernal Féroce
2591	Tartare
2592	Bâtard Infernal
2593	Bâtard Infernal
2594	Bâtard Infernal
2595	Érèbe
2596	Engeance d'Azraël
2597	Charon
2598	Azraël
3001	Combattant Gnoll
3002	Archer Gnoll
3003	Défenseur Gnoll
3004	Magicien Gnoll
3005	Général Gnoll
3090	Seigneur Gnoll
3091	Garde Gnoll Suprême
3101	Casseur N'a-Qu'un-Oeil
3102	Soldat Cyclope
3103	Magicien Cyclope
3104	Bourreau Cyclope
3105	Général Outis
3190	Argès
3191	Polyphème
3201	Combattant Manticore
3202	Soldat Manticore
3203	Mage Manticore
3204	Bourreau Manticore
3205	Général Core
3290	Rakshasa
3291	Martyaxwar
3301	Combattant Lémure
3302	Soldat Lémure
3303	Magicien Lémure
3304	Bourreau Lémure
3305	Général Lémure
3390	Prince Lémure
3391	Garde du Corps Lémure
3401	Murène Tritonique
3402	Soldat Requin
3403	Magicien Tritonique
3404	Chasseur Tritonique
3405	Éventreur Tritonique
3490	Général Kappa
3491	Triton
3501	Voleur Rouge Amazone
3502	Voleur Rouge Assassin
3503	Voleur Rouge Magicien
3504	Voleur Rouge Bourreau
3505	Général Noir
3551	Voleur Rge Amaz. Brutal
3552	Voleur Rge Assas. Brutal
3553	Voleur Rge Mage Brutal
3554	Voleur Rge Bourr. Brutal
3555	Général Blanc
3590	Face d'Os
3591	Chef Rouge
3595	Face d'Os Brutal
3596	Chef Rouge Brutal
3601	Guerrier Crabe
3602	Archer Scorpionique
3603	Soldat Crevette
3604	Ermite Diabolique
3605	Crabe Cuirassé
3690	Général Homard
3691	Roi des Crabes
3701	Croqueur Géant
3702	Tueur Géant
3703	Magicien Géant
3704	Bigéant
3705	Capitaine Crochet
3790	Gargouille
3791	Roi Wobba
3801	Bourrogre
3802	Archie l'Orgre
3803	Ogre de Bataille
3804	Ogre Magicien
3805	Général Ogre
3890	Capitaine Shrouk
3891	Gros Ogre
3901	Tréant
3902	Eoten
3903	Skouman
3904	Capitaine Crochet
3905	Mu-Shu
3906	Yah-Ki
3907	Moghu
3908	Carnifex
3909	Général Albus
3910	Squelettos
3911	Aku-Boku
3912	Arboretris
3913	Sycomore
5001	Pirate Tanaka
5002	Hae-Tae
5003	Singe
5004	Pirate Tanaka
5101	Faible Singe Soldat
5102	Faible Singe Lanceur
5103	Faible Singe Combattant
5104	Faible Singe Général
5111	Singe Soldat
5112	Singe Lanceur
5113	Singe Combattant
5114	Singe Général
5115	Singe de Pierre
5116	Chef Singe
5121	Fort Singe Soldat
5122	Fort Singe Lanceur
5123	Fort Singe Combattant
5124	Fort Singe Général
5125	Fort Singe de Pierre
5126	Fort Singe d'Or
5127	Fort Singe Chef
5131	P. Singe Soldat Ingén.
5132	P. Singe Lanceur Ingén.
5133	P. Singe Combat. Ingén.
5134	P. Singe Gal Ingénieux
5141	P. Singe Soldat Ingén.
5142	P. Singe Lanceur Ingén.
5143	P. Singe Combat. Ingén.
5144	P. Singe Gal Ingénieux
5145	P. Singe de Pierre Ingén.
5146	P. Singe Chef Ingén.
5151	Puis. Singe Mal. Soldat
5152	Puis. Singe Mal. Lanceur
5153	Puis. Singe Mal. Combat.
5154	Puis. Singe Mal.Général
5155	Puis. Singe Mal.De Pierre
5156	Puis. Singe Mal. d'Or
5157	Puis. Singe Mal. Chef
5161	Singe de Pierre
5162	Singe qui Marche
5163	Seigneur Singe
5201	Chien Errant
5202	Sanglier
5203	Sanglier Rouge
5204	Ours
5205	Ours Brun
5206	Ours Noir
5207	Ours Brun Affamé
5208	Tigre
5209	Tigre Blanc
6001	Esprit Flamme Ardent
6002	Tigre Flamme Ardent
6003	Flamme Ardente
6004	Guerrier Flamme Ardent
6005	Roi Flamme Ardent
6006	Golem Flamme Ardent
6007	Barbeflamme Ardent
6008	Général Flamme Ardent
6009	Prince Flamme Ardent
6051	Ignator
6091	Razador
6101	Cristal Gelé
6102	Insecte Algide
6103	Homme Algide
6104	Yéti Algide
6105	Golem Algide
6106	Troll Algide
6107	Barbegel
6108	Général Algide
6109	Seigneur Algide
6110	Yeti de Magma
6111	Golem de Magma
6112	Insecte de Magma
6113	Golem de Lave
6114	Cristal de Magma
6115	Wyverne de Magma
6116	Idall - Garde du Dragon
6117	Sbire d'Idall
6118	Statue de Dragon
6151	Szel
6191	Nemere
6192	Jotun Thrym
6193	Meley - Reine des Dragons
6301	Combattant Ochao
6302	Soldat Ochao
6303	Magicien Ochao
6304	Bourreau Ochao
6305	Général Ochao
6306	Fort Combattant Ochao
6307	Fort Soldat Ochao
6308	Fort Magicien Ochao
6309	Fort Bourreau Ochao
6310	Fort Général Ochao
6391	Prince Ochao
6392	Garde du Corps Ochao
6393	Fort Prince Ochao
6394	Fort Garde du Corps Ochao
6401	Combattant En-Tai
6402	Guerrier En-Tai
6403	Druide En-Tai
6404	Guérisseur En-Tai
6405	Gardien En-Tai
6406	Destructeur En-Tai
6407	Seigneur En-Tai
6408	Bagjanamu
6409	Guérisseur Ochao
6410	Fort Combattant En-Tai
6411	Fort Guerrier En-Tai
6412	Fort Druide En-Tai
6413	Fort Guérisseur En-Tai
6414	Fort Destructeur En-Tai
6415	Évènement Beran-Setaou
6416	Évènement Nemere
6417	Évènement Razador
6418	Évènement Jotun Thrym
6419	Évènement Dragon Rouge
7001	Singe Soldat
7002	Singe Monté
7003	Singe Gimu Soldat
7004	Singe Commandant
7005	Singe de Pierre
7006	Singe d'Or
7007	Singe Général
7008	Tu-Gui Travailleur
7009	Tu-Gui Guetteur
7010	Tu-Gui Commandant Blanc
7012	Bi-Ma-Gui-An
7013	Roi Scorpion
7014	Homme Scorpion Rusé
7015	Archer Scorpion
7016	Épéiste Serpent
7017	Archer Serpent
7018	Hors-La-Loi du Désert
7019	Soldat Tu-Ji
7020	Hwa-Ryung
7021	Tu-Ji Rumtreiber
7022	Cham-Ma
7023	Teawha-Mu
7024	Juk-Gui
7025	Dung-Juk
7026	Juk-Mok
7027	Hwaryu Juk
7028	Juk-Guimok Noir
7029	Diable de Glace
7030	Baleine Tueuse à Corne
7031	Insecte de Glace
7032	Seol-Gu
7033	Homme de Glace
7034	Géant de Glace
7035	Golem de Glace
7036	Diable de Glace
7037	Baleine Tueuse à Corne
7038	Insecte de Glace
7039	Seol-Gu
7040	Homme de Glace
7041	Géant de Glace
7042	Golem de Glace
7043	Diable de Glace
7044	Baleine Tueuse à Corne
7045	Insecte de Glace
7046	Seol-Gu
7047	Homme de Glace
7048	Géant de Glace
7049	Golem de Glace
7050	Oeil Volant
7051	Roi Scorpion
7052	Jeune Homme Scorpion
7053	Archer Scorpion
7054	Épéiste Serpent
7055	Archer Serpent
7056	Hors-La-Loi du Désert
7057	Oeil Volant
7058	Roi Scorpion
7059	Jeune Homme Scorpion
7060	Archer Scorpion
7061	Épéiste Serpent
7062	Archer Serpent
7063	Hors-La-Loi du Désert
7064	Oeil Volant
7065	Roi Scorpion
7066	Jeune Homme Scorpion
7067	Archer Scorpion
7068	Épéiste Serpent
7069	Archer Serpent
7070	Hors-La-Loi du Désert
7071	Tigre Minion Combattant
7072	Esprit Igné
7073	Tigres de Combat
7074	Flamme
7075	Guerrier Flamme
7076	Tigre Minion Combattant
7077	Esprit Igné
7078	Tigres de Combat
7079	Flamme
7080	Guerrier Flamme
7081	Tigre Minion Combattant
7082	Esprit Igné
7083	Tigres de Combat
7084	Flamme
7085	Guerrier Flamme
7086	Esprit de la Souche
7087	Dryade
7088	Esprit du Saule Pleureur
7089	Arbre Maléfique
7090	Esprit de la Souche
7091	Dryade
7092	Esprit du Saule Pleureur
7093	Arbre Maléfique
7094	Esprit de la Souche
7095	Dryade
7096	Esprit du Saule Pleureur
7101	Canon
7102	Canon
7103	Baliste Pluie de Flèches
7104	Baliste Pluie de Flèches
7105	Tour
7106	Fou du Chaos
7107	Fou du Chaos
7108	Fou du Chaos
7109	Fou du Chaos
7110	Fou du Chaos
7111	Fou du Chaos
7112	Fou du Chaos
7113	Cheeta
7114	Kraton
7115	Charly
7116	Nini
7117	Zulu
7118	Guerrier-Singe Deka
7119	Guerrier-Singe Oba
7120	Roi Keung
7121	Kiros
7122	Manchu
7123	Sgok
7124	Indrik
8001	Metin de Tristesse
8002	Metin de Combat
8003	Metin de Bataille
8004	Metin de Cupidité
8005	Metin Noire
8006	Metin des Ténèbres
8007	Metin Jalousie
8008	Metin d'Ame
8009	Metin d'Ombre
8010	Metin de Force
8011	Metin du Diable
8012	Metin Déchue
8013	Metin de Mort
8014	Metin de Meurtre
8015	Metin de Force
8016	Metin du Diable
8017	Metin Déchue
8018	Metin de Mort
8019	Metin de Meurtre
8020	Pierre de Shinsoo
8021	Pierre de Jinno
8022	Pierre de Chunjo
8023	Pierre Empiriale
8024	Metin Pung-Ma
8025	Metin Ma-An
8026	Metin Tu-Young
8027	Metin Jeon-Un
8031	Metin de Montagne
8032	Metin de la Revanche
8033	Metin de Solitude
8034	Metin de Morgue
8035	Metin de l'Obscurité
8036	Metin de la Braise
8037	Metin de la Vanité
8038	Metin de la Colère
8039	Metin du Malheur
8040	Metin de l'Infamie
8041	Metin Pascale
8042	Metin Pascale
8043	Metin Pascale
8044	Metin Pascale
8045	Metin Pascale
8046	Metin Pascale
8047	Metin Pascale
8048	Metin Pascale
8049	Metin Pascale
8050	Metin Pascale
8051	Metin de l'Obscurité
8052	Metin de Braise
8053	Metin de la Vanité
8054	Metin de la Colère
8055	Metin du Malheur
8056	Metin de l'Infamie
8057	Metin du Purgatoire
8058	Metin du Froid
8059	Metin des Êtres Sylv.
8060	Metin-Citrouille
8061	Metin de la Forêt
8101	Metin de Tristesse
8102	Metin de Combat
8103	Metin de Bataille
8104	Metin de Cupidité
8105	Metin Noire
8106	Metin des Ténèbres
8107	Metin Jalousie
8108	Metin d'Ame
8109	Metin d'Ombre
8110	Metin de Force
8111	Metin du Diable
8112	Metin Déchue
8113	Metin de Mort
8114	Metin de Meurtre
8115	Metin de la Lune
8200	Pierre Metin en Chocolat
8201	Pierre Metin en Chocolat
8501	Chien Errant
8502	Sanglier
8503	Ours
8504	Tigre Blanc
8505	Orc Noir Géant
8506	Chef Gren. Arboricole
8507	Hors-La-Loi du Désert
8508	Tourmenteur Ésotérique
8509	Invocateur Ésotérique
8510	Guerrier des Flammes
8511	Golem de Glace
8600	Chef Orc Elite
8601	Chef Orc Elite
8602	Chef Esotérique
8603	Chef Esotérique
8604	Roi Démon Elite
8605	Roi Démon Elite
8606	Faucheuse Elite
8607	Faucheuse Elite
8608	Neuf Queues Elite
8609	Neuf Queues Elite
8610	Esprit du Tigre Jaune Elite
8611	Esprit du Tigre Jaune Elite
8612	Reine Araignée Elite
8613	Reine Araignée Elite
8614	Tortue des Sables Géante Elite
8615	Tortue des Sables Géante Elite
8616	Billy Loomis
8617	Jack Torrance
8618	Chucky
8619	Zep Hindle
8620	Jason
8621	Michael Myers
8622	Freddy Krüger
8623	Leatherface
9001	Magasin d'Armes
9002	Magasin d'Armures
9003	Marchande
9004	Animatrice
9005	Magasinier
9006	Vieille Dame
9007	Magasin d'Armes
9008	Magasin d'Armures
9009	Pêcheur
9010	Marchande
9011	Organisatrice
9012	Téléporteur
10001	Zone_Jayan 4002 8995
10002	Zone_Yongan 4503 9050
10003	Zone_Bokjung 1118 2161
10004	Zone_Joan 876 2131
10005	Zone_Bakra 9064 2214
10006	Zone_Pyungmoo 9372 2188
10007	Zone_Yongan 4188 9560
10008	Zone_Jayan 3179 8332
10009	Zone_Joan 897 1127
10010	Zone_Bokjung 1759 2210
10011	Zone_Pyungmoo 9343 3143
10012	Zone_Bakra 8348 2926
10013	Temple_Hwang 5536 1441
10014	Seungryong 3326 7468
10015	Désert_Yongbi 3467 6329
10016	Kuahlo_Dong 600 4960
10017	Temple_Hwang 5906 1102
10018	Tour_De_Gumsan 2165 7270
10019	Zone_Jayan 3211 9009
10020	Jungrang 1356 43
10021	Zone_Bokjung 1168 2920
10022	Waryong 2219 93
10023	Zone_Bakra 9098 2948
10024	Imha 2718 130
10025	Mont_Sohan 4993 2984
10026	Lungsam 2887 57
10027	Lungsam 2866 437
10028	Bois_Rouge 11199 708
10029	Grande_Vallée 10590 7262
10030	Désert_Yongbi 3519 6223
10031	Grande_Vallée 10590 7262
10032	Terre_DesOgres 8283 7635
10033	Grotte_De_Zin 10594 7525
10034	Grotte_Zin_2 10594 7525
10035	Deon-Zeon 917 5253
10036	2_Deon-Zeon 7041 4642
10037	??? 3809 8233
10038	??? 9752 1330
10039	??? 1917 2900
10040	??? 9239 1836
10041	??? 8316 2154
10042	??? 9772 1850
10043	??? 3819 2969
10044	??? 10189 1484
10045	??? 3819 2969
10046	??? 9774 1501
10047	??? 2699 6752
10048	??? 9679 1994
10049	??? 2699 6752
10050	??? 9256 2012
10051	???? 3478 6189
10052	??? 9780 1995
10053	???? 3478 6189
10054	??? 10190 2002
10055	???? 6011 6874
10056	??? 4368 2158
10057	??? 3355 7558
10058	???? 5943 1337
10059	???1 0 10496
10060	????1 1536 10496
10061	????1 4608 10496
10062	???1 6144 10496
10063	??? 3031 266
10064	???? 11133 534
10065	???? 7754 10553
10066	????? 9915 11195
10067	Donjon_Singes 7752 4477
10068	Zone_Jayan 4062 8756
10069	Donjon_Singes 8520 4477
10070	Zone_Bokjung 1611 2130
10071	Donjon_Singes 9288 4477
10072	Zone_Bakra 8727 2100
10073	Désert_Yongbi 3061 6202
10074	Donjon_Singes 1352 6532
10075	Désert_Yongbi 2879 5407
10076	Donjon_Singes 1352 7300
10077	????1? 9 12078
10078	??? 2842 8106
10079	Grotte1 1459 13236
10080	????2? 2413 12755
10081	????1? 99 13618
10082	???? 5028 9998
10083	????1? 1360 14972
10084	????2? 2414 14289
10085	????1? 99 15154
10086	???? 616 1148
10087	????1? 1360 16508
10088	????2? 2414 15825
10089	????1? 99 16690
10090	???? 9609 3188
10091	????1? 1360 18044
10092	????2? 2414 17361
10093	Porte_Dragon 1731 12205
10094	Porte_Dragon 1733 13743
10095	Porte_Dragon 1728 15277
10096	Porte_Dragon 1724 16824
10097	SD2 7040 5235
10098	SD3 984 5711
10099	Cap 11043 17885
10100	Cap 10963 16744
10101	Nephrite 10869 16558
10102	Cap 11664 16779
10103	Tonnerre 11345 16546
10104	Tonnerre 11921 16550
10105	Gautama 12263 16811
10501	. 345 361
10502	. 106 547
10503	. 75 368
10504	. 89 746
10505	. 520 352
10506	. 541 45
10507	. 211 109
10508	. 615 49
10509	. 284 705
10510	. 145 310
10511	. 553 285
10512	. 487 274
10513	. 626 291
10514	. 285 569
10515	. 80 303
10516	. 315 238
10517	. 416 272
10518	. 72 498
10519	. 215 495
10520	. 523 415
10521	. 72 498
10522	. 518 480
10523	. 583 379
10524	. 459 558
10601	. 345 361
10602	. 520 352
10603	. 487 274
10604	. 75 368
10605	. 211 109
10606	. 215 495
10607	. 315 238
10608	. 520 352
10609	. 284 705
10610	. 145 310
10611	. 416 272
10612	. 80 303
10613	. 72 498
10614	. 106 547
10615	. 523 415
10616	. 541 45
10617	. 72 121
10618	. 518 480
10619	. 89 746
10620	. 285 569
10621	. 615 49
10622	. 72 498
10623	. 583 379
10624	. 459 558
10625	. 609 553
10626	. 594 338
10701	. 75 368
10702	. 541 45
10703	. 615 49
10704	. 284 705
10705	. 520 352
10706	. 553 285
10707	. 145 310
10708	. 345 361
10709	. 523 415
10710	. 72 498
10711	. 626 291
10712	. 487 274
10713	. 72 498
10714	. 106 547
10715	. 518 480
10716	. 285 569
10717	. 80 303
10718	. 211 109
10719	. 416 272
10720	. 215 495
10721	. 315 238
10722	. 89 746
10723	. 583 379
10724	. 459 558
10725	. 609 553
10726	. 594 338
10801	. 70 581
10802	. 69 664
10803	. 132 660
10804	. 184 566
10805	. 285 567
10806	. 272 636
10807	. 191 667
10808	. 345 563
10809	. 400 570
10810	. 68 806
10811	. 140 811
10812	. 189 722
10813	. 274 722
10814	. 233 780
10815	. 318 780
10816	. 273 833
10817	. 356 717
10818	. 412 712
10819	. 372 776
10820	. 354 840
10821	. 366 817
10822	. 420 841
10823	. 94 846
10824	. 63 864
10825	. 131 866
10826	. 59 920
10827	. 91 940
10828	. 135 919
10829	. 194 870
10830	. 243 862
10831	. 312 861
10832	. 373 893
10833	. 406 880
10834	. 422 935
10835	. 500 807
11000	Gardien du Village
11001	Maître d'Armes
11002	Gardien du Village
11003	Maître d'Armes
11004	Gardien du Village
11005	Maître d'Armes
11100	Gardien du Village
11101	Maître d'Armes
11102	Gardien du Village
11103	Maître d'Armes
11104	Gardien du Village
11105	Maître d'Armes
11106	Gardien Bestial
11107	Maitre d'Armes Bestial
11108	Capitaine Bestial
11109	Archer Bestial
11110	Garde Bestial
11111	Maitre d'Armes Bestial
11112	Gardien
11113	Maitre d'Armes
11114	Gardien Bestial
11115	Maitres d'Armes Bestial
11116	Gardien Bestial Bestial
11117	Maitres d'Armes Bestial
11505	Grenouille Dorée
11506	Four du Chaos
11507	Four du Chaos
11508	Four du Chaos
11509	Four du Chaos
11510	Four du Chaos
12000	Feu de Camp
13000	Porte de Bois
13001	Porte de Pierre
14000	Atelier
14001	Atelier
14002	Atelier
14003	Atelier
14004	Atelier
14005	Atelier
14006	Atelier
