Vnum	Locale_Name
252	Lame Démoniaque+2
253	Lame Démoniaque+3
254	Lame Démoniaque+4
255	Lame Démoniaque+5
256	Lame Démoniaque+6
257	Lame Démoniaque+7
258	Lame Démoniaque+8
259	Lame Démoniaque+9
270	Épée de Triton+0
271	Épée de Triton+1
272	Épée de Triton+2
273	Épée de Triton+3
274	Épée de Triton+4
275	Épée de Triton+5
276	Épée de Triton+6
277	Épée de Triton+7
278	Épée de Triton+8
279	Épée de Triton+9
280	Épée Sacrée+0
281	Épée Sacrée+1
282	Épée Sacrée+2
283	Épée Sacrée+3
284	Épée Sacrée+4
285	Épée Sacrée+5
286	Épée Sacrée+6
287	Épée Sacrée+7
288	Épée Sacrée+8
289	Épée Sacrée+9
290	Épée de la Lune Pleine+0
291	Épée de la Lune Pleine+1
292	Épée de la Lune Pleine+2
293	Épée de la Lune Pleine+3
294	Épée de la Lune Pleine+4
295	Épée de la Lune Pleine+5
296	Épée de la Lune Pleine+6
297	Épée de la Lune Pleine+7
298	Épée de la Lune Pleine+8
299	Épée de la Lune Pleine+9
460	Épée Runique +0
461	Épée Runique +1
462	Épée Runique +2
463	Épée Runique +3
464	Épée Runique +4
465	Épée Runique +5
466	Épée Runique +6
467	Épée Runique +7
468	Épée Runique +8
469	Épée Runique +9
470	Lame Dent de Dragon +0
471	Lame Dent de Dragon +1
472	Lame Dent de Dragon +2
473	Lame Dent de Dragon +3
474	Lame Dent de Dragon +4
475	Lame Dent de Dragon +5
476	Lame Dent de Dragon +6
477	Lame Dent de Dragon +7
478	Lame Dent de Dragon +8
479	Lame Dent de Dragon +9
800	Nourriture Pour Familier
801	Nourriture Pour Familier
802	Nourriture Pour Familier
803	Nourriture Pour Familier
1000	Dague+0
1001	Dague+1
1002	Dague+2
1003	Dague+3
1004	Dague+4
1005	Dague+5
1006	Dague+6
1007	Dague+7
1008	Dague+8
1009	Dague+9
1010	Dague Cobra+0
1011	Dague Cobra+1
1012	Dague Cobra+2
1013	Dague Cobra+3
1014	Dague Cobra+4
1015	Dague Cobra+5
1016	Dague Cobra+6
1017	Dague Cobra+7
1018	Dague Cobra+8
1019	Dague Cobra+9
1020	Dagues Ciseaux+0
1021	Dagues Ciseaux+1
1022	Dagues Ciseaux+2
1023	Dagues Ciseaux+3
1024	Dagues Ciseaux+4
1025	Dagues Ciseaux+5
1026	Dagues Ciseaux+6
1027	Dagues Ciseaux+7
1028	Dagues Ciseaux+8
1029	Dagues Ciseaux+9
1030	Couteau Porte-Bonheur+0
1031	Couteau Porte-Bonheur+1
1032	Couteau Porte-Bonheur+2
1033	Couteau Porte-Bonheur+3
1034	Couteau Porte-Bonheur+4
1035	Couteau Porte-Bonheur+5
1036	Couteau Porte-Bonheur+6
1037	Couteau Porte-Bonheur+7
1038	Couteau Porte-Bonheur+8
1039	Couteau Porte-Bonheur+9
1040	Cout. Morsure de Chat+0
1041	Cout. Morsure de Chat+1
1042	Cout. Morsure de Chat+2
1043	Cout. Morsure de Chat+3
1044	Cout. Morsure de Chat+4
1045	Cout. Morsure de Chat+5
1046	Cout. Morsure de Chat+6
1047	Cout. Morsure de Chat+7
1048	Cout. Morsure de Chat+8
1049	Cout. Morsure de Chat+9
1050	Poig. Visage de Diable+0
1051	Poig. Visage de Diable+1
1052	Poig. Visage de Diable+2
1053	Poig. Visage de Diable+3
1054	Poig. Visage de Diable+4
1055	Poig. Visage de Diable+5
1056	Poig. Visage de Diable+6
1057	Poig. Visage de Diable+7
1058	Poig. Visage de Diable+8
1059	Poig. Visage de Diable+9
1060	Dague du Poing Diab.+0
1061	Dague du Poing Diab.+1
1062	Dague du Poing Diab.+2
1063	Dague du Poing Diab.+3
1064	Dague du Poing Diab.+4
1065	Dague du Poing Diab.+5
1066	Dague du Poing Diab.+6
1067	Dague du Poing Diab.+7
1068	Dague du Poing Diab.+8
1069	Dague du Poing Diab.+9
1070	Dague Sanglante+0
1071	Dague Sanglante+1
1072	Dague Sanglante+2
1073	Dague Sanglante+3
1074	Dague Sanglante+4
1075	Dague Sanglante+5
1076	Dague Sanglante+6
1077	Dague Sanglante+7
1078	Dague Sanglante+8
1079	Dague Sanglante+9
1080	Couteau de Nervure+0
1081	Couteau de Nervure+1
1082	Couteau de Nervure+2
1083	Couteau de Nervure+3
1084	Couteau de Nervure+4
1085	Couteau de Nervure+5
1086	Couteau de Nervure+6
1087	Couteau de Nervure+7
1088	Couteau de Nervure+8
1089	Couteau de Nervure+9
1090	Chakram+0
1091	Chakram+1
1092	Chakram+2
1093	Chakram+3
1094	Chakram+4
1095	Chakram+5
1096	Chakram+6
1097	Chakram+7
1098	Chakram+8
1099	Chakram+9
1100	Couteau du Dragon+0
1101	Couteau du Dragon+1
1102	Couteau du Dragon+2
1103	Couteau du Dragon+3
1104	Couteau du Dragon+4
1105	Couteau du Dragon+5
1106	Couteau du Dragon+6
1107	Couteau du Dragon+7
1108	Couteau du Dragon+8
1109	Couteau du Dragon+9
1110	Couteau d'Éclairs+0
1111	Couteau d'Éclairs+1
1112	Couteau d'Éclairs+2
1113	Couteau d'Éclairs+3
1114	Couteau d'Éclairs+4
1115	Couteau d'Éclairs+5
1116	Couteau d'Éclairs+6
1117	Couteau d'Éclairs+7
1118	Couteau d'Éclairs+8
1119	Couteau d'Éclairs+9
1120	Couteau Siamois+0
1121	Couteau Siamois+1
1122	Couteau Siamois+2
1123	Couteau Siamois+3
1124	Couteau Siamois+4
1125	Couteau Siamois+5
1126	Couteau Siamois+6
1127	Couteau Siamois+7
1128	Couteau Siamois+8
1129	Couteau Siamois+9
1130	Chakram Aile du Diable+0
1131	Chakram Aile du Diable+1
1132	Chakram Aile du Diable+2
1133	Chakram Aile du Diable+3
1134	Chakram Aile du Diable+4
1135	Chakram Aile du Diable+5
1136	Chakram Aile du Diable+6
1137	Chakram Aile du Diable+7
1138	Chakram Aile du Diable+8
1139	Chakram Aile du Diable+9
1170	Dague de Feuille Noire+0
1171	Dague de Feuille Noire+1
1172	Dague de Feuille Noire+2
1173	Dague de Feuille Noire+3
1174	Dague de Feuille Noire+4
1175	Dague de Feuille Noire+5
1176	Dague de Feuille Noire+6
1177	Dague de Feuille Noire+7
1178	Dague de Feuille Noire+8
1179	Dague de Feuille Noire+9
1340	Lame des Cinq Éléments+0
1341	Lame des Cinq Éléments+1
1342	Lame des Cinq Éléments+2
1343	Lame des Cinq Éléments+3
1344	Lame des Cinq Éléments+4
1345	Lame des Cinq Éléments+5
1346	Lame des Cinq Éléments+6
1347	Lame des Cinq Éléments+7
1348	Lame des Cinq Éléments+8
1349	Lame des Cinq Éléments+9
2000	Arc Court+0
2001	Arc Court+1
2002	Arc Court+2
2003	Arc Court+3
2004	Arc Court+4
2005	Arc Court+5
2006	Arc Court+6
2007	Arc Court+7
2008	Arc Court+8
2009	Arc Court+9
2010	Arc Long+0
2011	Arc Long+1
2012	Arc Long+2
2013	Arc Long+3
2014	Arc Long+4
2015	Arc Long+5
2016	Arc Long+6
2017	Arc Long+7
2018	Arc Long+8
2019	Arc Long+9
2020	Arc Composite+0
2021	Arc Composite+1
2022	Arc Composite+2
2023	Arc Composite+3
2024	Arc Composite+4
2025	Arc Composite+5
2026	Arc Composite+6
2027	Arc Composite+7
2028	Arc Composite+8
2029	Arc Composite+9
2030	Arc de Bataille+0
2031	Arc de Bataille+1
2032	Arc de Bataille+2
2033	Arc de Bataille+3
2034	Arc de Bataille+4
2035	Arc de Bataille+5
2036	Arc de Bataille+6
2037	Arc de Bataille+7
2038	Arc de Bataille+8
2039	Arc de Bataille+9
2040	Arc Long de Cavalerie+0
2041	Arc Long de Cavalerie+1
2042	Arc Long de Cavalerie+2
2043	Arc Long de Cavalerie+3
2044	Arc Long de Cavalerie+4
2045	Arc Long de Cavalerie+5
2046	Arc Long de Cavalerie+6
2047	Arc Long de Cavalerie+7
2048	Arc Long de Cavalerie+8
2049	Arc Long de Cavalerie+9
2050	Arc de Bat. Cavalerie+0
2051	Arc de Bat. Cavalerie+1
2052	Arc de Bat. Cavalerie+2
2053	Arc de Bat. Cavalerie+3
2054	Arc de Bat. Cavalerie+4
2055	Arc de Bat. Cavalerie+5
2056	Arc de Bat. Cavalerie+6
2057	Arc de Bat. Cavalerie+7
2058	Arc de Bat. Cavalerie+8
2059	Arc de Bat. Cavalerie+9
2060	Arc Cuivré+0
2061	Arc Cuivré+1
2062	Arc Cuivré+2
2063	Arc Cuivré+3
2064	Arc Cuivré+4
2065	Arc Cuivré+5
2066	Arc Cuivré+6
2067	Arc Cuivré+7
2068	Arc Cuivré+8
2069	Arc Cuivré+9
2070	Arc de Ruine Noire+0
2071	Arc de Ruine Noire+1
2072	Arc de Ruine Noire+2
2073	Arc de Ruine Noire+3
2074	Arc de Ruine Noire+4
2075	Arc de Ruine Noire+5
2076	Arc de Ruine Noire+6
2077	Arc de Ruine Noire+7
2078	Arc de Ruine Noire+8
2079	Arc de Ruine Noire+9
2080	Arc d'Oeil Rouge+0
2081	Arc d'Oeil Rouge+1
2082	Arc d'Oeil Rouge+2
2083	Arc d'Oeil Rouge+3
2084	Arc d'Oeil Rouge+4
2085	Arc d'Oeil Rouge+5
2086	Arc d'Oeil Rouge+6
2087	Arc d'Oeil Rouge+7
2088	Arc d'Oeil Rouge+8
2089	Arc d'Oeil Rouge+9
2090	Arc de Feuilles Épin.+0
2091	Arc de Feuilles Épin.+1
2092	Arc de Feuilles Épin.+2
2093	Arc de Feuilles Épin.+3
2094	Arc de Feuilles Épin.+4
2095	Arc de Feuilles Épin.+5
2096	Arc de Feuilles Épin.+6
2097	Arc de Feuilles Épin.+7
2098	Arc de Feuilles Épin.+8
2099	Arc de Feuilles Épin.+9
2100	Arc Cornes de Taureau+0
2101	Arc Cornes de Taureau+1
2102	Arc Cornes de Taureau+2
2103	Arc Cornes de Taureau+3
2104	Arc Cornes de Taureau+4
2105	Arc Cornes de Taureau+5
2106	Arc Cornes de Taureau+6
2107	Arc Cornes de Taureau+7
2108	Arc Cornes de Taureau+8
2109	Arc Cornes de Taureau+9
2110	Arc de Licorne+0
2111	Arc de Licorne+1
2112	Arc de Licorne+2
2113	Arc de Licorne+3
2114	Arc de Licorne+4
2115	Arc de Licorne+5
2116	Arc de Licorne+6
2117	Arc de Licorne+7
2118	Arc de Licorne+8
2119	Arc de Licorne+9
2120	Arc d'Aile Géante+0
2121	Arc d'Aile Géante+1
2122	Arc d'Aile Géante+2
2123	Arc d'Aile Géante+3
2124	Arc d'Aile Géante+4
2125	Arc d'Aile Géante+5
2126	Arc d'Aile Géante+6
2127	Arc d'Aile Géante+7
2128	Arc d'Aile Géante+8
2129	Arc d'Aile Géante+9
2130	Arc d'Abricot Divin+0
2131	Arc d'Abricot Divin+1
2132	Arc d'Abricot Divin+2
2133	Arc d'Abricot Divin+3
2134	Arc d'Abricot Divin+4
2135	Arc d'Abricot Divin+5
2136	Arc d'Abricot Divin+6
2137	Arc d'Abricot Divin+7
2138	Arc d'Abricot Divin+8
2139	Arc d'Abricot Divin+9
2140	Arc Géant Drag. Jaune+0
2141	Arc Géant Drag. Jaune+1
2142	Arc Géant Drag. Jaune+2
2143	Arc Géant Drag. Jaune+3
2144	Arc Géant Drag. Jaune+4
2145	Arc Géant Drag. Jaune+5
2146	Arc Géant Drag. Jaune+6
2147	Arc Géant Drag. Jaune+7
2148	Arc Géant Drag. Jaune+8
2149	Arc Géant Drag. Jaune+9
2150	Arc à Cornes+0
2151	Arc à Cornes+1
2152	Arc à Cornes+2
2153	Arc à Cornes+3
2154	Arc à Cornes+4
2155	Arc à Cornes+5
2156	Arc à Cornes+6
2157	Arc à Cornes+7
2158	Arc à Cornes+8
2159	Arc à Cornes+9
2160	Arc Diabolique Géant+0
2161	Arc Diabolique Géant+1
2162	Arc Diabolique Géant+2
2163	Arc Diabolique Géant+3
2164	Arc Diabolique Géant+4
2165	Arc Diabolique Géant+5
2166	Arc Diabolique Géant+6
2167	Arc Diabolique Géant+7
2168	Arc Diabolique Géant+8
2169	Arc Diabolique Géant+9
2170	Arc de Corbeau d'Acier+0
2171	Arc de Corbeau d'Acier+1
2172	Arc de Corbeau d'Acier+2
2173	Arc de Corbeau d'Acier+3
2174	Arc de Corbeau d'Acier+4
2175	Arc de Corbeau d'Acier+5
2176	Arc de Corbeau d'Acier+6
2177	Arc de Corbeau d'Acier+7
2178	Arc de Corbeau d'Acier+8
2179	Arc de Corbeau d'Acier+9
2180	Arc du Dragon Bleu+0
2181	Arc du Dragon Bleu+1
2182	Arc du Dragon Bleu+2
2183	Arc du Dragon Bleu+3
2184	Arc du Dragon Bleu+4
2185	Arc du Dragon Bleu+5
2186	Arc du Dragon Bleu+6
2187	Arc du Dragon Bleu+7
2188	Arc du Dragon Bleu+8
2189	Arc du Dragon Bleu+9
2190	Arbalète Fantôme+0
2191	Arbalète Fantôme+1
2192	Arbalète Fantôme+2
2193	Arbalète Fantôme+3
2194	Arbalète Fantôme+4
2195	Arbalète Fantôme+5
2196	Arbalète Fantôme+6
2197	Arbalète Fantôme+7
2198	Arbalète Fantôme+8
2199	Arbalète Fantôme+9
2370	Arc du Phénix +0
2371	Arc du Phénix +1
2372	Arc du Phénix +2
2373	Arc du Phénix +3
2374	Arc du Phénix +4
2375	Arc du Phénix +5
2376	Arc du Phénix +6
2377	Arc du Phénix +7
2378	Arc du Phénix +8
2379	Arc du Phénix +9
3000	Glaive+0
3001	Glaive+1
3002	Glaive+2
3003	Glaive+3
3004	Glaive+4
3005	Glaive+5
3006	Glaive+6
3007	Glaive+7
3008	Glaive+8
3009	Glaive+9
3010	Lance+0
3011	Lance+1
3012	Lance+2
3013	Lance+3
3014	Lance+4
3015	Lance+5
3016	Lance+6
3017	Lance+7
3018	Lance+8
3019	Lance+9
3020	Lame Guillotine+0
3021	Lame Guillotine+1
3022	Lame Guillotine+2
3023	Lame Guillotine+3
3024	Lame Guillotine+4
3025	Lame Guillotine+5
3026	Lame Guillotine+6
3027	Lame Guillotine+7
3028	Lame Guillotine+8
3029	Lame Guillotine+9
3030	Lance Araignée+0
3031	Lance Araignée+1
3032	Lance Araignée+2
3033	Lance Araignée+3
3034	Lance Araignée+4
3035	Lance Araignée+5
3036	Lance Araignée+6
3037	Lance Araignée+7
3038	Lance Araignée+8
3039	Lance Araignée+9
3040	Gisarme+0
3041	Gisarme+1
3042	Gisarme+2
3043	Gisarme+3
3044	Gisarme+4
3045	Gisarme+5
3046	Gisarme+6
3047	Gisarme+7
3048	Gisarme+8
3049	Gisarme+9
3050	Faux de Guerre+0
3051	Faux de Guerre+1
3052	Faux de Guerre+2
3053	Faux de Guerre+3
3054	Faux de Guerre+4
3055	Faux de Guerre+5
3056	Faux de Guerre+6
3057	Faux de Guerre+7
3058	Faux de Guerre+8
3059	Faux de Guerre+9
3060	Fourche Militaire+0
3061	Fourche Militaire+1
3062	Fourche Militaire+2
3063	Fourche Militaire+3
3064	Fourche Militaire+4
3065	Fourche Militaire+5
3066	Fourche Militaire+6
3067	Fourche Militaire+7
3068	Fourche Militaire+8
3069	Fourche Militaire+9
3070	Hallebarde+0
3071	Hallebarde+1
3072	Hallebarde+2
3073	Hallebarde+3
3074	Hallebarde+4
3075	Hallebarde+5
3076	Hallebarde+6
3077	Hallebarde+7
3078	Hallebarde+8
3079	Hallebarde+9
3080	Grand Hache+0
3081	Grand Hache+1
3082	Grand Hache+2
3083	Grand Hache+3
3084	Grand Hache+4
3085	Grand Hache+5
3086	Grand Hache+6
3087	Grand Hache+7
3088	Grand Hache+8
3089	Grand Hache+9
3090	Pique de Glace+0
3091	Pique de Glace+1
3092	Pique de Glace+2
3093	Pique de Glace+3
3094	Pique de Glace+4
3095	Pique de Glace+5
3096	Pique de Glace+6
3097	Pique de Glace+7
3098	Pique de Glace+8
3099	Pique de Glace+9
3100	Épée des Douze Esprits+0
3101	Épée des Douze Esprits+1
3102	Épée des Douze Esprits+2
3103	Épée des Douze Esprits+3
3104	Épée des Douze Esprits+4
3105	Épée des Douze Esprits+5
3106	Épée des Douze Esprits+6
3107	Épée des Douze Esprits+7
3108	Épée des Douze Esprits+8
3109	Épée des Douze Esprits+9
3110	Lame du Salut+0
3111	Lame du Salut+1
3112	Lame du Salut+2
3113	Lame du Salut+3
3114	Lame du Salut+4
3115	Lame du Salut+5
3116	Lame du Salut+6
3117	Lame du Salut+7
3118	Lame du Salut+8
3119	Lame du Salut+9
3120	Tueuse de Lion+0
3121	Tueuse de Lion+1
3122	Tueuse de Lion+2
3123	Tueuse de Lion+3
3124	Tueuse de Lion+4
3125	Tueuse de Lion+5
3126	Tueuse de Lion+6
3127	Tueuse de Lion+7
3128	Tueuse de Lion+8
3129	Tueuse de Lion+9
3130	Partisan+0
3131	Partisan+1
3132	Partisan+2
3133	Partisan+3
3134	Partisan+4
3135	Partisan+5
3136	Partisan+6
3137	Partisan+7
3138	Partisan+8
3139	Partisan+9
3140	Lame Électromagnétique+0
3141	Lame Électromagnétique+1
3142	Lame Électromagnétique+2
3143	Lame Électromagnétique+3
3144	Lame Électromagnétique+4
3145	Lame Électromagnétique+5
3146	Lame Électromagnétique+6
3147	Lame Électromagnétique+7
3148	Lame Électromagnétique+8
3149	Lame Électromagnétique+9
3150	Lame Voleuse d'Âme+0
3151	Lame Voleuse d'Âme+1
3152	Lame Voleuse d'Âme+2
3153	Lame Voleuse d'Âme+3
3154	Lame Voleuse d'Âme+4
3155	Lame Voleuse d'Âme+5
3156	Lame Voleuse d'Âme+6
3157	Lame Voleuse d'Âme+7
3158	Lame Voleuse d'Âme+8
3159	Lame Voleuse d'Âme+9
3160	Épée de Rancune+0
3161	Épée de Rancune+1
3162	Épée de Rancune+2
3163	Épée de Rancune+3
3164	Épée de Rancune+4
3165	Épée de Rancune+5
3166	Épée de Rancune+6
3167	Épée de Rancune+7
3168	Épée de Rancune+8
3169	Épée de Rancune+9
3190	Lame Solaire +0
3191	Lame Solaire +1
3192	Lame Solaire +2
3193	Lame Solaire +3
3194	Lame Solaire +4
3195	Lame Solaire +5
3196	Lame Solaire +6
3197	Lame Solaire +7
3198	Lame Solaire +8
3199	Lame Solaire +9
3210	Lame de Fer Rouge+0
3211	Lame de Fer Rouge+1
3212	Lame de Fer Rouge+2
3213	Lame de Fer Rouge+3
3214	Lame de Fer Rouge+4
3215	Lame de Fer Rouge+5
3216	Lame de Fer Rouge+6
3217	Lame de Fer Rouge+7
3218	Lame de Fer Rouge+8
3219	Lame de Fer Rouge+9
4000	Amija+0
4001	Amija+1
4002	Amija+2
4003	Amija+3
4004	Amija+4
4005	Amija+5
4006	Amija+6
4007	Amija+7
4008	Amija+8
4009	Amija+9
4010	Neuf Lames+0
4011	Neuf Lames+1
4012	Neuf Lames+2
4013	Neuf Lames+3
4014	Neuf Lames+4
4015	Neuf Lames+5
4016	Neuf Lames+6
4017	Neuf Lames+7
4018	Neuf Lames+8
4019	Neuf Lames+9
4020	Couteau Court+0
4021	Couteau Court+1
4022	Couteau Court+2
4023	Couteau Court+3
4024	Couteau Court+4
4025	Couteau Court+5
4026	Couteau Court+6
4027	Couteau Court+7
4028	Couteau Court+8
4029	Couteau Court+9
4040	Couteau Sans Âme+0
4041	Couteau Sans Âme+1
4042	Couteau Sans Âme+2
4043	Couteau Sans Âme+3
4044	Couteau Sans Âme+4
4045	Couteau Sans Âme+5
4046	Couteau Sans Âme+6
4047	Couteau Sans Âme+7
4048	Couteau Sans Âme+8
4049	Couteau Sans Âme+9
5000	Gong de Cuivre+0
5001	Gong de Cuivre+1
5002	Gong de Cuivre+2
5003	Gong de Cuivre+3
5004	Gong de Cuivre+4
5005	Gong de Cuivre+5
5006	Gong de Cuivre+6
5007	Gong de Cuivre+7
5008	Gong de Cuivre+8
5009	Gong de Cuivre+9
5010	Gong d'Argent+0
5011	Gong d'Argent+1
5012	Gong d'Argent+2
5013	Gong d'Argent+3
5014	Gong d'Argent+4
5015	Gong d'Argent+5
5016	Gong d'Argent+6
5017	Gong d'Argent+7
5018	Gong d'Argent+8
5019	Gong d'Argent+9
5020	Gong d'Or+0
5021	Gong d'Or+1
5022	Gong d'Or+2
5023	Gong d'Or+3
5024	Gong d'Or+4
5025	Gong d'Or+5
5026	Gong d'Or+6
5027	Gong d'Or+7
5028	Gong d'Or+8
5029	Gong d'Or+9
5030	Gong de Jade+0
5031	Gong de Jade+1
5032	Gong de Jade+2
5033	Gong de Jade+3
5034	Gong de Jade+4
5035	Gong de Jade+5
5036	Gong de Jade+6
5037	Gong de Jade+7
5038	Gong de Jade+8
5039	Gong de Jade+9
5040	Gong de Fontaine+0
5041	Gong de Fontaine+1
5042	Gong de Fontaine+2
5043	Gong de Fontaine+3
5044	Gong de Fontaine+4
5045	Gong de Fontaine+5
5046	Gong de Fontaine+6
5047	Gong de Fontaine+7
5048	Gong de Fontaine+8
5049	Gong de Fontaine+9
5050	Gong Abricot+0
5051	Gong Abricot+1
5052	Gong Abricot+2
5053	Gong Abricot+3
5054	Gong Abricot+4
5055	Gong Abricot+5
5056	Gong Abricot+6
5057	Gong Abricot+7
5058	Gong Abricot+8
5059	Gong Abricot+9
5060	Gong Magique+0
5061	Gong Magique+1
5062	Gong Magique+2
5063	Gong Magique+3
5064	Gong Magique+4
5065	Gong Magique+5
5066	Gong Magique+6
5067	Gong Magique+7
5068	Gong Magique+8
5069	Gong Magique+9
5070	Gong d'Insecte d'Or+0
5071	Gong d'Insecte d'Or+1
5072	Gong d'Insecte d'Or+2
5073	Gong d'Insecte d'Or+3
5074	Gong d'Insecte d'Or+4
5075	Gong d'Insecte d'Or+5
5076	Gong d'Insecte d'Or+6
5077	Gong d'Insecte d'Or+7
5078	Gong d'Insecte d'Or+8
5079	Gong d'Insecte d'Or+9
5080	Gong d'Insecte d'Acier+0
5081	Gong d'Insecte d'Acier+1
5082	Gong d'Insecte d'Acier+2
5083	Gong d'Insecte d'Acier+3
5084	Gong d'Insecte d'Acier+4
5085	Gong d'Insecte d'Acier+5
5086	Gong d'Insecte d'Acier+6
5087	Gong d'Insecte d'Acier+7
5088	Gong d'Insecte d'Acier+8
5089	Gong d'Insecte d'Acier+9
5090	Gong Oiseau Tonnerre+0
5091	Gong Oiseau Tonnerre+1
